Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Khuda Bhi","Tony Kakkar","Ek Paheli Leela","Sad🥺❤️","Playlist","INS181500353","0ZDIbqhCCa0i3j5WDZioEP"
"Lutt Le Gaya","Shashwat Sachdev","Dhurandhar","Sad🥺❤️","Playlist","INH102507147","2dQMisG0lyz6Z8J4zYdAsG"
"Allah Duhai Hai","Atif Aslam","Race 2 (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT101202575","2TktNdu8PMfhApbWHDFSgZ"
"Dastaan - E - Om Shanti Om","Shaan","Om Shanti Om","Sad🥺❤️","Playlist","INS180705754","4IPzzBnFrGrlijBWY0JDYB"
"Salamat","Amaal Mallik","Sarbjit","Sad🥺❤️","Playlist","INS181600636","1SRUb3cwUSuQmkRFTIoWM0"
"Pal Pal - Talwiinder Verse","Talwiinder","Pal Pal (Talwiinder Verse)","Sad🥺❤️","Playlist","AEUM72500212","6tEs8Zv72SgskYAJdzfOFL"
"Inaam","Anuv Jain","Inaam","Sad🥺❤️","Playlist","INUM72501643","52Zf1kNdojgRkkw39O6vwl"
"Mafiyaan","Sukriti Kakar","Mafiyaan","Sad🥺❤️","Playlist","INUM71900024","1YIpi9FrVSr1wpzKNukm3J"
"Teri Meri Kahaani","Palak Muchhal","Gabbar Is Back (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INZ031400534","4gALQzXkEYPdAlIGCXwHnJ"
"Teri Meri","Rahat Fateh Ali Khan","Bodyguard","Sad🥺❤️","Playlist","INS181102562","1HT0RzPuChHC1kWbIplHyw"
"Ramta Jogi","Sukhwinder Singh","Taal (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT109900006","2fsPrE2NYiHOHPMuWbjvTj"
"Judaai","Sachin-Jigar","Badlapur (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","GBSGZ1500294","00qMUwE9nRJhTtb83wrAKs"
"Chal Diye Tum Kahan","AUR","Kabhi Main Kabhi Tum (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","TCAIK2476766","6RRMrws5dVKALzhTvH8GFL"
"Churake","Vilen","Churake","Sad🥺❤️","Playlist","INUM72500030","5fJeJQBDLq1A6iNNX4spkO"
"Tere Liye","Atif Aslam","Prince (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT101000002","0fCQRUbk8LIQTdQYGNtGyv"
"Samjhawan","Jawad Ahmad","Samjhawan","Sad🥺❤️","Playlist","INS171401263","0rk2X5TAhraBC5aCIXK2Rq"
"Hum Mar Jayenge","Tulsi Kumar","Aashiqui 2","Sad🥺❤️","Playlist","INS181303034","55eUtE9v3uatR0y0NijM6N"
"Chahun Main Ya Naa","Palak Muchhal","Aashiqui 2","Sad🥺❤️","Playlist","INS181303033","6UgcN95w7vQxkR8sEFmwHG"
"Tum Hi Ho","Arijit Singh","Aashiqui 2","Sad🥺❤️","Playlist","INS181303031","56zZ48jdyY2oDXHVnwg5Di"
"Meri Aashiqui","Palak Muchhal","Aashiqui 2","Sad🥺❤️","Playlist","INS181303035","3E9ryvrKP3hUWX79PAakH2"
"WDTBU","Karma","6 pe 6","Sad🥺❤️","Playlist","INW262546018","2S4bVUZo3sWhSiPDfhrcBF"
"Bairan","Banjaare","Bairan","Sad🥺❤️","Playlist","QZDA42678949","0RsH8g8DxdYZgdGcod5I36"
"Chal Diye Tum Kahan","AUR","Kabhi Main Kabhi Tum (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","TCAIK2476766","6RRMrws5dVKALzhTvH8GFL"
"Shikayat","Harshit Agarwal","Shikayat","Sad🥺❤️","Playlist","QZWFT2534974","2FV4w3rw585InmvybBW9Zh"
"Dil Aaya","AviVerse","Dil Aaya","Sad🥺❤️","Playlist","QZK6L2613351","71E6tbvXHNg3A5zsvW241U"
"Khat","Navjot Ahuja","Khat","Sad🥺❤️","Playlist","US39N2556491","3gixnmepHSsyAuho34rprN"
"Pehli Dafah","AviVerse","Pehli Dafah","Sad🥺❤️","Playlist","QZK6L2623278","06jji19byk4YjS4emPMxQx"
"Tere Bin","AviVerse","Tere Bin","Sad🥺❤️","Playlist","QZK6L2623283","0H2nWnDwx85PuU7f6gKima"
"Shikayat","AUR","Shikayat","Sad🥺❤️","Playlist","AEA182300057","7e2dvR0ySx1bBJRDxVJiG1"
"Dil Darda Mera","Arshman Naeem","Dil Darda Mera","Sad🥺❤️","Playlist","INE182576600","13c7VqSVTwxrNYYrrS3mNf"
"Kabhi Kabhi","AUR","Humsafar","Sad🥺❤️","Playlist","AEA182400142","22F7nS0LV4YYt3oPb3xTlV"
"Tu hai kahan","AUR","Tu hai kahan","Sad🥺❤️","Playlist","QZMEM2351612","3zSSCPpLZ5Oc8nelhhGjKz"
"Long time no see","Taimour Baig","Long time no see","Sad🥺❤️","Playlist","QZNWU2351662","6V4N3h4HYD1Ask9cUTxjjg"
"Dooriyan","AUR","Dooriyan","Sad🥺❤️","Playlist","QZFZ72222045","7434BIItQaMs9V5flwjRGq"
"No way to nowhere","AUR","No way to nowhere","Sad🥺❤️","Playlist","QZTB32320996","6gcz7h9wmNUGHNLmluf20H"
"Kahan","AUR","Kahan","Sad🥺❤️","Playlist","QZHNA2272471","7BDGVLmASVmPWOdsz19Qaf"
"Sometimes","AUR","Sometimes","Sad🥺❤️","Playlist","QZTB82286136","6FqF5CMHIMreHf11oZJSZo"
"Husn","Anuv Jain","Husn","Sad🥺❤️","Playlist","INUM72303081","0TL0LFcwIBF5eX7arDIKxY"
"Chehre","AUR","Chehre","Sad🥺❤️","Playlist","QZES52212312","0Xtm9vgMPyvoBxKZXZrjRI"
"Aaja Mahi","AUR","Aaja Mahi","Sad🥺❤️","Playlist","AEA182400022","2VSU1fDunvm2JhVf2Z7TwZ"
"kya chahiye","AUR","kya chahiye","Sad🥺❤️","Playlist","AEA182400112","7pLfiHFblxTwjI81HMjwpE"
"Kabhi Mein Kabhi Tum","AUR","Kabhi Mein Kabhi Tum","Sad🥺❤️","Playlist","AEA182400081","3Sz9b5LuyZ48AFgc37Db8v"
"Humsafar","AUR","Humsafar","Sad🥺❤️","Playlist","AEA182400143","06eOCDprUTBu504KAShd1D"
"Chaand","Brave Wrld","Chaand","Sad🥺❤️","Playlist","DGA0H2301137","3OEmyQYr9f10AkuiFnj52c"
"Confession","CENSOR","Confession","Sad🥺❤️","Playlist","IND832201814","58AHOShrLAeG4FXnt9pSvV"
"Suno","Rishi Kumar","Suno","Sad🥺❤️","Playlist","QM7282375797","0G33qJceMH9qfcfLmKcrni"
"Afsos","Anuv Jain","Afsos","Sad🥺❤️","Playlist","INUM72500068","4Qm7r3ImER8S2Ori1gLMAf"
"If it is for you","MC INSANE","The Heal Album","Sad🥺❤️","Playlist","INSK92300255","2bf1Hk3awDqh1kGHDKQGmm"
"Maand","Bayaan","Safar","Sad🥺❤️","Playlist","AEA182400135","2ZzZ2qwZBWlDKs420hhloc"
"Mai Tera (Lofi Flip)","2facebleed","Mai Tera (Lofi Flip)","Sad🥺❤️","Playlist","QZK6P2153359","0lEiWND8Aw9nmfVEVXvSTO"
"Sometimes","Zever","Sometimes","Sad🥺❤️","Playlist","IND832201826","5aE7sAlW1xhTsv6x9DDR2j"
"Jhol","Maanu","Jhol","Sad🥺❤️","Playlist","US38Y2412656","4XTgFBxBHN6var1BzAgE1m"
"Finding Her","Kushagra","Finding Her","Sad🥺❤️","Playlist","US38Y2435162","5ThyDv6aRVU8AH4vXQNldF"
"Faasle","ULTi ZINDAGi","Faasle","Sad🥺❤️","Playlist","QT3F22451476","5HeK4LUfBx4lp0JgyJh8s4"
"Mein (Original Motion Picture Soundtrack)","Asim Azhar","Mein (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","TCAHI2382420","54chAr0cMNDC81EuDnFIgL"
"Tum","Atif Aslam","Laila Majnu (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INZ031403868","7zqAUQYR2iiP8d3yjAc4d4"
"REGRETS","Jevin Gill","REGRETS/PROMISES","Sad🥺❤️","Playlist","QZWFJ2405630","6OUPWxtBj1KaAV7Ku3xgmr"
"Since Tum","JANI","Since Tum","Sad🥺❤️","Playlist","AUBEC2482091","5GnF4uvEcIibqcoYgzIlgS"
"Aaoge Tum Kabhi","The Local Train","Aalas Ka Pedh","Sad🥺❤️","Playlist","INO131301170","5ivRSlOhVIXN2QMzqgsX0s"
"Midnight Thoughts","CENSOR","Midnight Thoughts","Sad🥺❤️","Playlist","GX89G2371482","5B4p835it0x2NTPw1bI46g"
"IDK","CENSOR","IDK","Sad🥺❤️","Playlist","GX8KD2330357","7rXMqddjBtABOXz8X94Boy"
"Teri Yaad","Aditya Rikhari","Teri Yaad","Sad🥺❤️","Playlist","INUM72300020","3uUAbrwsttRpv2kfAvAUN9"
"Faasle","Aditya Rikhari","Faasle","Sad🥺❤️","Playlist","FRX282191255","0s76ExpXyMGVBlKLUr683e"
"Mere Ho Tum","Taimour Baig","Mere Ho Tum","Sad🥺❤️","Playlist","QZES72345995","19f8pND9KI42LZc4Ro3FSq"
"Dastaan","kashifimtiyaz","Dastaan","Sad🥺❤️","Playlist","QZDA42431678","3JmgEi9mnOXGvMoRTbCXW2"
"Me vs Me","Taimour Baig","Me vs Me","Sad🥺❤️","Playlist","QZFZ22325689","26M8dEOgC8Z3xTCsI3Ec4r"
"Aaina","Zever","Aaina","Sad🥺❤️","Playlist","ING212450282","3R1lLP2LvU0wnKmhgd7290"
"Bikhra","Abdul Hannan","Bikhra","Sad🥺❤️","Playlist","QZFZ72272116","0OdztoASgKBBNcAgtErk0X"
"Samjho Na","Aditya Rikhari","Samjho Na","Sad🥺❤️","Playlist","FR2X42205817","1d5lpW3gUyq537iuyrb9Lf"
"Us","AUR","Us","Sad🥺❤️","Playlist","QZHN32305441","19ZOddtLwJK2NDtPQyG9hf"
"Pal Pal","Afusic","Pal Pal","Sad🥺❤️","Playlist","AEUM72500015","4LMlVCXHJtCE9abhmn0mYo"
"Kya Karein","Aditya Rikhari","Kya Karein","Sad🥺❤️","Playlist","GBSMU8765468","7qZClRjuyBwaKQsU0LxX5y"
"Choo Lo","The Local Train","Aalas Ka Pedh","Sad🥺❤️","Playlist","INO131301172","0rlLBWFFTQiOWi963SH9bb"
"Words","CENSOR","Words","Sad🥺❤️","Playlist","GX8LD2230498","4BKg67MOr2w1L4AQ07Lcz8"
"Shayad","AUR","Shayad","Sad🥺❤️","Playlist","QZFZ72221431","1Jf2Q6MqDSsESl8B8j8Djw"
"Khuda Ne","Abhishek Masih","Khuda Ne","Sad🥺❤️","Playlist","QZFYZ2525882","6Eab3o8OsMWZQxyNgBwOkd"
"Gumaan","Young Stunners","Gumaan","Sad🥺❤️","Playlist","AUBEC2053142","6cdiviyVL3tFYE1eDcmUzL"
"Tanha","AUR","Tanha","Sad🥺❤️","Playlist","QZRP52278119","7lcVpugORjvZCkbuXJtuqc"
"Bracelet","KARTAVYA","Bracelet","Sad🥺❤️","Playlist","CHF032409029","30G80PCebpHltwtC3iDNKk"
"Jaana Meri Jaana","PNKJ","Jaana Meri Jaana","Sad🥺❤️","Playlist","TCAHF2320363","1dR1j2RNtlJMWlCjv6nj5u"
"Tere Naal","Bayaan","Safar","Sad🥺❤️","Playlist","AEA182400137","2EU1TUgOHG4NPiVdTlPSQ7"
"Zehen Mein","Zever","Zehen Mein","Sad🥺❤️","Playlist","IND832201872","1B7Hp5jJM6RhEPi2IuyFyb"
"Let's Talk","Krantiveer","Lets Talk","Sad🥺❤️","Playlist","IND832202358","3Ut4NyOkKDwGfPSTzp3nNH"
"Saalo Saal","Taimour Baig","Saalo Saal","Sad🥺❤️","Playlist","QZDA42202249","2QYqaRQrGAGZyFEX86RdPl"
"After Death","Kartavya Beniwal","After Death","Sad🥺❤️","Playlist","CHF032210778","5ssOGHOb51CPqWUqYQIWnf"
"Mood Swings","Musaafir","Mood Swings","Sad🥺❤️","Playlist","QZAMM2042766","2gwF8weF7bct9y2Zs4A4iO"
"Awkward","Musaafir","Awkward","Sad🥺❤️","Playlist","QZAMM2053363","4BmwCWTwJCD2yXgwXzSDw6"
"Feels","Mufasa Rex","Feels","Sad🥺❤️","Playlist","QZHN72016827","3i3Z4DJcVfUPwqyaHyHEzv"
"The Me Who I Lost in You","Rishi Kumar","The Me Who I Lost in You","Sad🥺❤️","Playlist","TCAHW2418787","6vPaWN8cQiYA2O5FNOCtPd"
"The Me Who I Lost in You , Pt.2","Rishi Kumar","The Me Who I Lost in You , Pt.2","Sad🥺❤️","Playlist","TCAIH2429754","3hcTFOmxAUSOpZFsmOXEXU"
"Reason","Zever","Reason","Sad🥺❤️","Playlist","CHF032415677","1Bsjd0llMz2WenJwNYmrUi"
"Siyah","Abdul Hannan","Siyah","Sad🥺❤️","Playlist","ushm22265385","6xFWVY7hS55qaF7fXBEw7X"
"Naseeb","FEARLESS","Naseeb","Sad🥺❤️","Playlist","INA2W2402361","529POyxHRxWZ8EDR23PAK5"
"I Wish","Arpit Dayal","I Wish","Sad🥺❤️","Playlist","TCAHT2443759","5LPbVLDleCLIZrgFemWkN0"
"Goodbye","lekhak","Goodbye","Sad🥺❤️","Playlist","CHF032404702","5JdeSgIBqpdoC3RudqPkCu"
"I'm Tired","THE RDX","I'm Tired","Sad🥺❤️","Playlist","ESA011583329","6EURN8o9oeXwBfy4lV6FeD"
"Love is the remedy","lekhak","Love is the remedy","Sad🥺❤️","Playlist","FR10S2440990","6Xz4BufoeHt31xvBFPrC4Q"
"The Last Talk","The Singh","The Last Talk","Sad🥺❤️","Playlist","INDB42400850","6Aq4cO87R2tW0pvEaJudhH"
"Letter to You","Rishi Kumar","Letter to You","Sad🥺❤️","Playlist","TCAIS2489476","3XgEnJwzI6S3Zfm82flXSP"
"MENTAL STATE","SADAKAT","MENTAL STATE","Sad🥺❤️","Playlist","CHF032420373","2QZjztaZ2WZQick87G5WBH"
"Mai","The RDX","Ink","Sad🥺❤️","Playlist","INA1I2102331","0qRweSXpSW8uiDaXUHd0Il"
"Gulaam","Mufasa Rex","Gulaam","Sad🥺❤️","Playlist","QZPLR2318100","1ldyCKwO2qLUdNX1RHPldo"
"Jeete Rehne De","Sandeep mehra","Jeete Rehne De","Sad🥺❤️","Playlist","TCAIR2450744","4L12bm5k0sgBQvNKMMjuLR"
"Haseen","Talwiinder","Haseen","Sad🥺❤️","Playlist","TCAJH2583153","08GYLNhKthS3arMdXsveRI"
"Ulfat","Itz Akrit","Ulfat","Sad🥺❤️","Playlist","DGA0H2300275","3HtwS6dG9PYVhLrHODDdnA"
"Teri Yaadon Mein","Itz Akrit","Teri Yaadon Mein","Sad🥺❤️","Playlist","INT632302782","23dtvtBWFJNrEoFoBHsfL5"
"Into You","Hiten","Into You","Sad🥺❤️","Playlist","INUM72401407","4Ele73ctCMDU8qQDIfy9yq"
"22/10","THE RDX","22/10","Sad🥺❤️","Playlist","QZFZ72244829","68BhP293hxuHeKRKFSj2SW"
"Jeete Rehne De & Tu Hai Kahan","Sandeep mehra","Jeete Rehne De & Tu Hai Kahan","Sad🥺❤️","Playlist","TCAIU2451260","5BdIe3MyRaTixkDcRTV2dl"
"Mere Dil Mai","PNKJ","Mere Dil Mai","Sad🥺❤️","Playlist","QZZ7T2431636","0IHvaQL8eUyruzxZjZD1IW"
"Kahaniyaan","Mufasa Rex","Marhoom","Sad🥺❤️","Playlist","CHF032404559","4vYKviRzkU2xCj3sKnk2rW"
"Kho Gaya","Itz Akrit","Kho Gaya","Sad🥺❤️","Playlist","AUBEC2564274","3MoJm4pLcflVZzDhuSImN3"
"Maine Poocha Toh Keh Gayi","Kushagra","Love19","Sad🥺❤️","Playlist","INW272300042","3NGcMzRL97leVLqByG6aHi"
"Par Ab Jo Aayegi Tu","AUR","Par Ab Jo Aayegi Tu","Sad🥺❤️","Playlist","QZTAT2509543","1vHGhvGoDwLQOD2ZzrS6qU"
"Phool","AUR","Phool","Sad🥺❤️","Playlist","QZPLS2526144","3oo9ACQUtOeDF8WOoNDQGo"
"Dill","AUR","Par Ab Jo Aayegi Tu","Sad🥺❤️","Playlist","QZTAW2542306","3p4nPgyNTLdYr7x7qQnRrL"
"Woh Nigahen Adayein","Swapnil Choudhary","Woh Nigahen Adayein","Sad🥺❤️","Playlist","UK6822418835","6Mu8VFHe7J21MxJzkD24ny"
"Fir Ek Dafa","Itz Akrit","Fir Ek Dafa","Sad🥺❤️","Playlist","INM8T2300306","3ofms6aYJRXpYJtwgIIufU"
"Sajde - From ""Lost;Found""","Faheem Abdullah","Sajde (From ""Lost;Found"")","Sad🥺❤️","Playlist","FRX762437052","6lXXUx3PwJ4B4cln5FJfzo"
"Tu","Talwiinder","Tu","Sad🥺❤️","Playlist","INS182402041","2GzjIHQ87BF2zgbmmthZzO"
"Kehne Lagaa","Rushil Aswal","Kehne Lagaa","Sad🥺❤️","Playlist","QMBZ92453150","1TtX2QDYyCkJ0567Fanbas"
"Khwab Jaisi","Musaafir","Khwab Jaisi","Sad🥺❤️","Playlist","QZAMM2136066","3Mur4IcTATvuuEV7zlzGkt"
"Winds","SarpDansh","Winds","Sad🥺❤️","Playlist","CHF032383070","6pFOMGw6kX4CtvFynT1k5v"
"Mera Chaand","Dikshant","Mera Chaand","Sad🥺❤️","Playlist","FR10S2461837","1OpaXuFejD7SZihxltCY0i"
"Raanjhan (From ""Do Patti"")","Sachet-Parampara","Raanjhan (From ""Do Patti"")","Sad🥺❤️","Playlist","INS182402832","4vHRQnzGcKEtqsLH70tAms"
"You","THEMXXNLIGHT","You","Sad🥺❤️","Playlist","TCAHI2358679","1yULhvE55WMcQqRCYiqUOh"
"Dard-E-Dil","Panther","Kasam Paida Karne Wale Ki","Sad🥺❤️","Playlist","INS172301288","03y8Cgy0PeirQ7EOlEzETX"
"Tu Nasha","Dhruv Sthetick","Tu Nasha","Sad🥺❤️","Playlist","INV422000095","4n6nAPvpCmb3yLEwTV3Crq"
"Rozaana","Kushagra","Rozaana","Sad🥺❤️","Playlist","US38Y2429352","1oGSv6ohmyxzoLkS65Heic"
"Zikr","Zever","Zikr","Sad🥺❤️","Playlist","CHF032414339","2VTohxzvr5bVPeT1rI07qE"
"Mi Amor","Sharn","Mi Amor","Sad🥺❤️","Playlist","QZPLR2255053","6abZ3FsLpBIKhjq387M6VH"
"20 SAAL","SADAKAT","20 SAAL","Sad🥺❤️","Playlist","CHF032411057","3641qQwHZrP1X6IiJIuNAN"
"Mai Woh Panchi","Swapnil Choudhary","Mai Woh Panchi","Sad🥺❤️","Playlist","UK6822418801","6jZod5dNTJPIYxaoI9RWEK"
"Jo Tu Na Mila","Asim Azhar","Jo Tu Na Mila","Sad🥺❤️","Playlist","INUM71800036","6DefzsWqnwrFrmNVnJxWkS"
"Meri Zindagi Hai Tu","Asim Azhar","Meri Zindagi Hai Tu","Sad🥺❤️","Playlist","QT6632597976","5RYXTC4G3RYYP6pUmaF6s2"
"Ishq Murshid (Original Score)","Ahmed Jahanzeb","Ishq Murshid (Original Score)","Sad🥺❤️","Playlist","TCAHJ2349948","6l5MuMbNwF9ElA9JjK0Q7y"
"Tera Mera Hai Pyar (From ""Ishq Murshid"")","Ahmed Jahanzeb","Tera Mera Hai Pyar (From ""Ishq Murshid"")","Sad🥺❤️","Playlist","TCAHP2390856","7n3BVENCi9odYvNeFwcmCv"
"shutup call","Jevin Gill","one sided luv","Sad🥺❤️","Playlist","QMDA72544603","2YUgUYAXNCrhF7t9Bk9qQH"
"Jeena Nahin","Bilal Ali","Jeena Nahin","Sad🥺❤️","Playlist","QZTBA2573404","6MJRO8UIaNZsme2Hr7zDLV"
"Haareya","Mufasa Rex","Haareya","Sad🥺❤️","Playlist","QZDA52315194","0lA6IFS2h0pQQEVVB6q3Qj"
"Toot Gaya","Yashal Shahid","Love Guru (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","TCAJR2517982","0LuKPCUYuy3zYklMVioqAD"
"Nafrat","Darshan Raval","I Loved You","Sad🥺❤️","Playlist","INW262539625","0NLOLiHF6Ti0QtX5P7gziI"
"Zindagi Bata De","Tony Kakkar","Meherbaan","Sad🥺❤️","Playlist","USA2P2228690","7EEOuaVU4b3ktf4TEMDHxB"
"Arz Kiya Hai | Coke Studio Bharat","Anuv Jain","Arz Kiya Hai | Coke Studio Bharat","Sad🥺❤️","Playlist","INUM72500914","1bMkimTb47umgNP6xCi4A1"
"No Love","Shubh","No Love","Sad🥺❤️","Playlist","QZDA52252890","08Isz2ETWSBhvIl8UpKYsp"
"cold love","Jevin Gill","one sided luv","Sad🥺❤️","Playlist","QMDA72544511","2Sgsjxr0uDzh85zasth6ao"
"intense","Jevin Gill","one sided luv","Sad🥺❤️","Playlist","QMDA72544548","39XDAs7isq3bNVUtD4zTum"
"jealousy","Jevin Gill","one sided luv","Sad🥺❤️","Playlist","QMDA72544575","2BL5wfa9IaPWcomMYBJUU7"
"my type","jaiyash","jzs szn","Sad🥺❤️","Playlist","INN2I2511765","0Q61X21qq2wVnlnXfbYfG2"
"Qurbaniyan - Orignal Soundtrack from Dekh Zara Pyar Se","Asim Azhar","Qurbaniyan (Orignal Soundtrack from Dekh Zara Pyar Se)","Sad🥺❤️","Playlist","QT65Y2627599","1gJqI5BnqE6OkOwdZqZsNg"
"Taaron Se","Arpit Bala","Keychain Laalu","Sad🥺❤️","Playlist","INN2I2528109","40y1QozBRpdIhoMqlqiDc7"
"Sun Saiyan","Masroor Fateh Ali Khan","Sun Saiyan","Sad🥺❤️","Playlist","FR10S2672809","06lMgBeGjqPwBlC0QeOsBH"
"Best Friend","Arpit Bala","Keychain Laalu","Sad🥺❤️","Playlist","INN2I2528098","2ZqdxikKZXZM8cnwarRaP6"
"Kami","Rishabh Vyas","Kami","Sad🥺❤️","Playlist","USDY42612041","7KBnTNajjMjekdqKBUMsX2"
"Sahiba","Jasleen Royal","Sahiba","Sad🥺❤️","Playlist","INW262400729","4ulroyDK6rN73nVkCkWhur"
"For A Reason","Karan Aujla","P-POP CULTURE","Sad🥺❤️","Playlist","CAW112500963","0cYohCh24y1aMjJmcS9RBl"
"Baazi","Supreme Sidhu","Baazi","Sad🥺❤️","Playlist","QZK6P2366747","2fizH4JKFkQcSGS23aGuqP"
"Boyfriend","Karan Aujla","P-POP CULTURE","Sad🥺❤️","Playlist","CAW112500965","3ExgWVPWOQts9RVBkqpdic"
"Moon Rise","Guru Randhawa","Man Of The Moon","Sad🥺❤️","Playlist","INS182202831","3oWv5qDKYN7MH6FdlglMN5"
"Maahi","Shaarib Toshi","RAAZ - The Mystery Continues (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS170816455","4bIQXffbALkCC0Xo6aTicP"
"Haan Tu Hain","Pritam","Jannat (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS170800035","4vgCpNUUcpEIBifidhQOnR"
"SPAIN","Jassa Dhillon","VIBIN","Sad🥺❤️","Playlist","DGA092209854","4ZVtid5khBfDx6Co0vTUE6"
"Tum Ho Mera Pyar","KK","Haunted","Sad🥺❤️","Playlist","INS181101110","2EN5aTDtX8852Ih3ss8Rih"
"Zindagi Se","Shafaqat Ali","Raaz 3","Sad🥺❤️","Playlist","INS181202496","3leLzzwwZEaJYGO05B01ku"
"Jaavedaan Hai","KK","1920 Evil Returns","Sad🥺❤️","Playlist","INS181204312","46gHeVTWOJ1jQLwnlH93MW"
"Tera Hi Bas Hona Chaahoon","Jojo Nathaniel","Haunted","Sad🥺❤️","Playlist","INS181101112","44zpMyfg8YBmMVmRgWQZs9"
"Jaaniya","Sidharth Basrur","Haunted","Sad🥺❤️","Playlist","INS181101111","3C7sdXi874cGvWGMPurCTu"
"Tujhe Sochta Hoon","Pritam","Jannat 2 (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171200261","47l2Dd3XPBLio3kjbEMyDJ"
"Wajah Tum Ho","Armaan Malik","Bollywood Romantic Songs With Armaan Malik","Sad🥺❤️","Playlist","INS181501976","6q1QIBUfxyZJhygVIiG6c9"
"Dil Ibaadat","Pritam","Tum Mile (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS170900405","3Kl8p2PxVf8eAayLwTxOIm"
"Mujhko Barsaat Bana Lo","Armaan Malik","Bollywood Romantic Songs With Armaan Malik","Sad🥺❤️","Playlist","INS181600795","1QF1xyTxnAosUDhDPht8zZ"
"Humnava (From ""Hamari Adhuri Kahani"")","Mithoon","Humnava (From ""Hamari Adhuri Kahani"")","Sad🥺❤️","Playlist","INS171500732","4wqyrrwu6HCZWqdbOx53JX"
"Tu Hi Haqeeqat","Pritam","Tum Mile (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS170900406","3OLFqbd9ZeVjaUKTiaLsD6"
"Toh Phir Aao","Pritam","Awarapan (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INW262200034","10rTRsKQDEke6Dd1Qj57Jd"
"Tere Bin","Mithoon","Bas Ek Pal (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT100600043","3DpedytYku64Hjf51064vO"
"Saajna","Falak Shabbir","I, Me Aur Main","Sad🥺❤️","Playlist","INS181300344","7KzGAwJRYS9KLMuVnStqYN"
"Pehli Dafa","Atif Aslam","Pehli Dafa","Sad🥺❤️","Playlist","INS181700001","4Tkb7zsDmsawB7S5TpKQV1"
"Main Rahoon Ya Na Rahoon","Amaal Mallik","Main Rahoon Ya Na Rahoon","Sad🥺❤️","Playlist","INS181502052","6f3ANRNQ8nCiPZ6VqXqq93"
"Kurbaan Hua","Salim–Sulaiman","Kurbaan (Original Motion Picture Soundtrack [Deluxe Edition])","Sad🥺❤️","Playlist","INS170900432","4Do9JttTPtRvENDAzq8GfQ"
"Saajna (Unplugged)","Falak Shabbir","I, Me Aur Main","Sad🥺❤️","Playlist","INS181300348","7FEa01m9SgfOaam2AawVF6"
"Tu Meri Dost Hain","Benny Dayal","Yuvvraaj (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT101903088","02N5ZxOVugGQmKeIT0VXUx"
"Kuch Is Tarah","Atif Aslam","Doorie","Sad🥺❤️","Playlist","INT100600173","7MpBCqNHuNc2dgSckXizRo"
"Woh Lamhe Woh Baatein - From ""Zeher""","Atif Aslam","Best Old Songs","Sad🥺❤️","Playlist","INH100502936","2HNG9q8rXbnijbPTwCMgsb"
"Raaz Aankhein Teri (From ""Raaz Reboot"")","Arijit Singh","Loveholic Arijit Singh","Sad🥺❤️","Playlist","INS181601358","3bfEOwtNn8sr7rUaKCmQXR"
"Khud Ko Tere","Mahalakshmi Iyer","1920 Evil Returns","Sad🥺❤️","Playlist","INS181204313","1oPSszvaYwj64D8Yi8ixMs"
"Safar","Juss","Safar","Sad🥺❤️","Playlist","USHM22276451","57XxjBWEg4bU5nnW5WCSBG"
"Galliyan","Ankit Tiwari","Ek Villain","Sad🥺❤️","Playlist","INS181401009","3ySVdXje5nm31d7vL3jNV3"
"Mat Aazma Re","Pritam","Murder 3 (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171300002","0mh4VutnDyBn1sqcp05MZD"
"Humnava Mere","Jubin Nautiyal","Humnava Mere","Sad🥺❤️","Playlist","INS181801175","0loZn1c5heXie7OAtvK6nH"
"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")","Palak Muchhal","Best Of Palak Muchhal","Sad🥺❤️","Playlist","INS181601425","1q6pMQBRILzkz0g4rKEXdM"
"Abhi Mujh Mein Kahin","Ajay-Atul","Agneepath (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171101350","73y649QhnXdcm6fRdvfraO"
"Saiyaara","Sohail Sen","Ek Tha Tiger","Sad🥺❤️","Playlist","INY091200027","1ocYa8PoVd5e2vPn0xHJcA"
